iter	RMSE
0	0.4789186377
1	0.4712761335
2	0.4642908277
3	0.4582949732
4	0.4526224007
5	0.4470927304
6	0.4413448745
7	0.4364067814
8	0.4313074667
9	0.4262522516
10	0.4217640915
11	0.4173377976
12	0.4134702761
13	0.4095046067
14	0.4063242094
15	0.4031522953
16	0.3996493639
17	0.3968729496
18	0.3942402047
19	0.3912950283
20	0.3898344437
21	0.3881253849
22	0.3853158737
23	0.3829851579
24	0.3817867002
25	0.379949061
26	0.378293221
27	0.3761206714
28	0.3740369892
29	0.3722399521
30	0.370475797
31	0.369085314
32	0.3674377106
33	0.36662289
34	0.365513964
35	0.3644090504
36	0.362953835
37	0.3619077134
38	0.3608607912
39	0.3600591335
40	0.359008447
41	0.358276982
42	0.3571818298
43	0.3565294367
44	0.3558679585
45	0.3550828799
46	0.3544054713
47	0.3534710667
48	0.3528325922
49	0.3521684989
50	0.3517480681
51	0.3514884679
52	0.3511069542
53	0.3505436358
54	0.3499369578
55	0.3492430724
56	0.3491347147
57	0.3485746348
58	0.348303344
59	0.3476582111
60	0.3473310195
61	0.3469831363
62	0.3464149225
63	0.3458052439
64	0.3451283713
65	0.3446588183
66	0.3442889554
67	0.3439450852
68	0.3436178821
69	0.3433987601
70	0.3430753239
71	0.3426502724
72	0.3420997631
73	0.3417955513
74	0.3414449321
75	0.3412011618
76	0.3408760587
77	0.3408453874
78	0.340509038
79	0.3402298797
80	0.3400546482
81	0.3396258446
82	0.3394204699
83	0.3391825507
84	0.3389161789
85	0.3384432416
86	0.3382865421
87	0.3380690071
88	0.3379495388
89	0.3375527182
90	0.3373414446
91	0.3371328349
92	0.3368986964
93	0.3365343711
94	0.3364342332
95	0.336199038
96	0.3359122233
97	0.3358534648
98	0.3355560172
99	0.3353918226
100	0.335204671
101	0.3349829296
102	0.3348387658
103	0.3346020766
104	0.3344105829
105	0.3342770609
106	0.3338634981
107	0.333576576
108	0.3333675422
109	0.3331724453
110	0.3330491742
111	0.3328006872
112	0.3327046924
113	0.3324994376
114	0.3323604518
115	0.3320987721
116	0.3318609806
117	0.3316585611
118	0.3313494502
119	0.3309437873
120	0.3309394832
121	0.3307715476
122	0.3307036976
123	0.3306818173
124	0.3303624514
125	0.330239287
126	0.3301509903
127	0.3300351905
128	0.329964633
129	0.3299103511
130	0.3294346476
131	0.329249818
132	0.3290920313
133	0.3289707052
134	0.3288823182
135	0.3287093609
136	0.3284298254
137	0.3283046697
138	0.3281837062
139	0.328104424
140	0.3277068215
141	0.327404528
142	0.3273816065
143	0.3271607393
144	0.3269551971
145	0.3266958599
146	0.3266700445
147	0.3264254834
148	0.3262194594
149	0.3259586481
150	0.3257135189
151	0.3256159468
152	0.3255349544
153	0.3252925453
154	0.3250385576
155	0.3248592653
156	0.3248161796
157	0.324646511
158	0.3242591963
159	0.3241160139
160	0.3239337895
161	0.3237613783
162	0.3235084578
163	0.3234316894
164	0.3233843629
165	0.3232882368
166	0.3231219653
167	0.3229933921
168	0.3228216965
169	0.3224497359
170	0.3220643804
171	0.3219903952
172	0.3217361928
173	0.321599727
174	0.3213906614
175	0.3213755927
176	0.3212737463
177	0.3210934974
178	0.3209133582
179	0.3208694018
180	0.3208059486
181	0.3206570801
182	0.3204610493
183	0.320377361
184	0.3202902145
185	0.3202230211
186	0.3199356999
187	0.3197964787
188	0.3197034523
189	0.3196259319
190	0.319559284
191	0.3194137064
192	0.319371532
193	0.3189599459
194	0.3187176437
195	0.3184469172
196	0.3182771755
197	0.3181476776
198	0.3180636105
199	0.3177199228
200	0.3174338183
201	0.3173532221
202	0.317024707
203	0.3169460206
204	0.3167412183
205	0.3165623539
206	0.3165025233
207	0.3161918716
208	0.3161336501
209	0.3160918379
210	0.315992594
211	0.3159249597
212	0.3155956975
213	0.3154315196
214	0.3153834421
215	0.3153050567
216	0.315185919
217	0.3150998869
218	0.3150186448
219	0.3149348765
220	0.3149154587
221	0.3148359942
222	0.3147309166
223	0.3143431753
224	0.314107892
225	0.3139277347
226	0.3138617646
227	0.3137947749
228	0.3135835658
229	0.3134884949
230	0.3133126912
231	0.3132262095
232	0.3128543939
233	0.3128155471
234	0.3127337687
235	0.3126627904
236	0.3123769485
237	0.3122072135
238	0.3121453048
239	0.312053113
240	0.3118137567
241	0.3115516657
242	0.3113958046
243	0.3112197281
244	0.3110675812
245	0.3110019847
246	0.3109330363
247	0.3108305565
248	0.3106779754
249	0.3103767041
250	0.3102944769
251	0.3102325234
252	0.3102005579
253	0.3101095891
254	0.3100266859
255	0.3099264058
256	0.3097004471
257	0.3094929995
258	0.3092774027
259	0.3090628333
260	0.3090285086
261	0.3086964757
262	0.3085861556
263	0.308514337
264	0.3083458764
265	0.308123179
266	0.3080198725
267	0.307973444
268	0.3077243952
269	0.3075364204
270	0.3072987957
271	0.3071670373
272	0.3070830143
273	0.3068593946
274	0.3068033102
275	0.3067245161
276	0.3066544594
277	0.3064776736
278	0.3063611079
279	0.3061308478
280	0.3060529058
281	0.3059796398
282	0.3055165291
283	0.3054651908
284	0.3053742498
285	0.3052235555
286	0.3049935489
287	0.3049236772
288	0.3048362338
289	0.3047488246
290	0.3047156649
291	0.3044892362
292	0.3044008852
293	0.3043092559
294	0.3040685018
295	0.3039936434
296	0.3038961606
297	0.3037502956
298	0.3036177431
299	0.3035209356
300	0.3033186476
301	0.3030417631
302	0.3029166296
303	0.3026214358
304	0.3023372023
305	0.302237827
306	0.3020249879
307	0.301914017
308	0.3017739984
309	0.3016830377
310	0.3016217743
311	0.3015223119
312	0.3013207751
313	0.3012775183
314	0.3011339133
315	0.3009808706
316	0.3005447735
317	0.3004512888
318	0.3002493741
319	0.3001660053
320	0.2999349378
321	0.2998760179
322	0.299797526
323	0.2996536348
324	0.2993880565
325	0.2993311268
326	0.298848844
327	0.2986840022
328	0.298631108
329	0.2985479112
330	0.2983400916
331	0.2980260128
332	0.2978279299
333	0.2977269839
334	0.2975969653
335	0.2972920502
336	0.2972368216
337	0.2970689556
338	0.2970079653
339	0.2967908234
340	0.2967426666
341	0.2965764715
342	0.2963039921
343	0.2960262921
344	0.2958713307
345	0.2957319193
346	0.2955902912
347	0.2952180492
348	0.2951205546
349	0.2950447039
350	0.295000078
351	0.2949017482
352	0.294816609
353	0.2946788386
354	0.2945834603
355	0.2943420591
356	0.2940788208
357	0.2939761671
358	0.2936342856
359	0.2935636706
360	0.2933638736
361	0.2932141142
362	0.2930664767
363	0.2929980982
364	0.2929073579
365	0.2927334952
366	0.2926894454
367	0.2926257783
368	0.2922035986
369	0.2921899456
370	0.2921318464
371	0.2918778512
372	0.2918295309
373	0.291776473
374	0.2917074602
375	0.2916637031
376	0.2915317675
377	0.2914239448
378	0.2914041796
379	0.291304055
380	0.2911284079
381	0.2908871658
382	0.2908139157
383	0.2905841645
384	0.2904495041
385	0.2903724374
386	0.2900706128
387	0.2897167417
388	0.2894397855
389	0.2892645574
390	0.2890587368
391	0.2890069619
392	0.2886129612
393	0.2884437802
394	0.2882306737
395	0.2880453901
396	0.2876775099
397	0.2875721341
398	0.2872182397
399	0.2870078363
400	0.2869731015
401	0.2869546826
402	0.2867244813
403	0.2864479519
404	0.2861903894
405	0.286118714
406	0.286063378
407	0.2858680868
408	0.2855781622
409	0.2853938365
410	0.2853466005
411	0.2851920726
412	0.2849605774
413	0.284919733
414	0.2848659285
415	0.2847894551
416	0.2845847841
417	0.2844121293
418	0.2843607298
419	0.2843040098
420	0.2841566933
421	0.2840222959
422	0.2837584925
423	0.2835317766
424	0.2834025185
425	0.2833226926
426	0.2832778243
427	0.2829147244
428	0.2828719225
429	0.2828118643
430	0.2827148333
431	0.2825774343
432	0.2825232813
433	0.2823380242
434	0.2821841157
435	0.282110084
436	0.2820641715
437	0.2818751535
438	0.2818002987
439	0.2816661151
440	0.2814348873
441	0.2813655058
442	0.2812403437
443	0.2811280473
444	0.2808199299
445	0.2806974473
446	0.2805810813
447	0.2804408355
448	0.2803126666
449	0.2800886904
450	0.2800308681
451	0.2799772489
452	0.2799720746
453	0.2797404202
454	0.2796316737
455	0.2795005751
456	0.2794594997
457	0.2793924289
458	0.2793415877
459	0.2793164625
460	0.2792006184
461	0.2791468958
462	0.2790937726
463	0.2789152114
464	0.2788493561
465	0.2787897629
466	0.2785119115
467	0.27845116
468	0.2782346668
469	0.2781289701
470	0.278074013
471	0.2778471025
472	0.2777891902
473	0.2776941216
474	0.2776854715
475	0.2776410788
476	0.2776329823
477	0.2774796689
478	0.2774127826
479	0.2773553288
480	0.2772882336
481	0.2772560617
482	0.2771843452
483	0.2769728039
484	0.276778893
485	0.2767311195
486	0.2766825107
487	0.2763693763
488	0.2762150192
489	0.2761639389
490	0.2761176773
491	0.2760793731
492	0.2759353779
493	0.2758568063
494	0.2758200913
495	0.2756901147
496	0.2756552983
497	0.2755608299
498	0.2754182545
499	0.2753800279
500	0.2752719185
501	0.2752400168
502	0.2751436595
503	0.2750055912
504	0.2748528509
505	0.2747703959
506	0.2746652959
507	0.2746201113
508	0.2745618462
509	0.2744143987
510	0.2741802427
511	0.2740554449
512	0.2739760819
513	0.2738532102
514	0.2735137203
515	0.2735051277
516	0.2733955739
517	0.2732507737
518	0.2731355098
519	0.2730345465
520	0.2728061089
521	0.272715003
522	0.2725990911
523	0.2725262011
524	0.2724574145
525	0.2721635693
526	0.27210174
527	0.2720525215
528	0.2718640474
529	0.271707142
530	0.2716273583
531	0.2715393819
532	0.2713228803
533	0.2712339294
534	0.2711564894
535	0.2710668858
536	0.2708929947
537	0.2707788769
538	0.2706642307
539	0.2704665644
540	0.2703488567
541	0.2702157494
542	0.2699487119
543	0.2697942446
544	0.2697541927
545	0.269634781
546	0.2693672014
547	0.2692852146
548	0.2692177068
549	0.2690682726
550	0.2689646695
551	0.26890776
552	0.2688651922
553	0.2686735652
554	0.2686155524
555	0.2685143778
556	0.2683717202
557	0.268357192
558	0.268316375
559	0.2682324087
560	0.26815542
561	0.2679764339
562	0.2678975797
563	0.2677413949
564	0.2676389473
565	0.2674793956
566	0.2672824548
567	0.2672748331
568	0.2672009561
569	0.2671390809
570	0.2671289397
571	0.2670303655
572	0.2668959036
573	0.2668185164
574	0.2667284575
575	0.2666680675
576	0.2664632859
577	0.2663552836
578	0.2660586636
579	0.2659913454
580	0.2659386231
581	0.2658551823
582	0.2657597494
583	0.2656245216
584	0.265585552
585	0.265456836
586	0.2653455042
587	0.2652836451
588	0.2651367214
589	0.2650834442
590	0.2650556666
591	0.2650454963
592	0.2649275936
593	0.2646808353
594	0.2645732409
595	0.264517141
596	0.2643251495
597	0.2642667144
598	0.2642199384
599	0.2641411752
600	0.264042121
601	0.2637772137
602	0.2636434464
603	0.2635091342
604	0.2634742618
605	0.2632380686
606	0.2632024597
607	0.2629855295
608	0.262826286
609	0.2627999548
610	0.262730865
611	0.2626412875
612	0.2624809155
613	0.262229903
614	0.2621860465
615	0.2619042859
616	0.2618925263
617	0.2617607585
618	0.2617068361
619	0.2616496955
620	0.2615283641
621	0.2614359004
622	0.2612933767
623	0.2611156116
624	0.2610217352
625	0.2610115351
626	0.2609310456
627	0.2607744924
628	0.2606115277
629	0.2605316203
630	0.2604011691
631	0.2603561426
632	0.2601538921
633	0.2600190253
634	0.2597942286
635	0.2597879162
636	0.2597443648
637	0.2597006971
638	0.259598803
639	0.2595354616
640	0.2593465803
641	0.2592548333
642	0.2592011545
643	0.2591442901
644	0.2590188495
645	0.2589734183
646	0.2588903379
647	0.2588820641
648	0.2587776425
649	0.2586523788
650	0.2585499488
651	0.2584383258
652	0.2582332846
653	0.2581940145
654	0.2581049117
655	0.2579106946
656	0.2578449529
657	0.2577241058
658	0.2576848506
659	0.2576373788
660	0.2575306663
661	0.257413145
662	0.2572976931
663	0.2572193162
664	0.2571296542
665	0.2570759355
666	0.2570462544
667	0.2570123258
668	0.2568988447
669	0.2568947185
670	0.256838218
671	0.2567741389
672	0.2566575872
673	0.2565290028
674	0.2563837966
675	0.2563778697
676	0.2563730526
677	0.2562641179
678	0.256115967
679	0.2560335135
680	0.2560052898
681	0.2559129473
682	0.2557807777
683	0.2557445984
684	0.2556918684
685	0.2556405575
686	0.2556132196
687	0.2554079423
688	0.2553071937
689	0.2551550622
690	0.2550755049
691	0.2550409507
692	0.2549309506
693	0.2547939987
694	0.2546943517
695	0.2545550095
696	0.2545205002
697	0.2544757366
698	0.2544390086
699	0.2543862188
700	0.2542870151
701	0.2541934152
702	0.254115797
703	0.2540197182
704	0.2539681665
705	0.2538713722
706	0.2538216971
707	0.2537134358
708	0.2535214047
709	0.2535163577
710	0.2534422987
711	0.2533316965
712	0.2531882814
713	0.2531043665
714	0.2529703176
715	0.252885456
716	0.2527761578
717	0.2527285733
718	0.2526937539
719	0.2526890555
720	0.2526521877
721	0.2526454045
722	0.2525918877
723	0.2524900821
724	0.2524170572
725	0.2522697342
726	0.2521070871
727	0.2520249079
728	0.2518476033
729	0.2517428197
730	0.2516672778
731	0.2515702836
732	0.2514761207
733	0.2514512463
734	0.2513560768
735	0.2511852943
736	0.2511199494
737	0.2510292124
738	0.2510135429
739	0.2508948949
740	0.2507200386
741	0.2505543391
742	0.2504726976
743	0.2502837869
744	0.2500804487
745	0.2500269253
746	0.2499954384
747	0.2499310253
748	0.2498231294
749	0.2497386252
750	0.2497047263
751	0.24963664
752	0.2495427557
753	0.2494855078
754	0.2493839093
755	0.2492522475
756	0.2491934424
757	0.2491021681
758	0.2490549382
759	0.2490273784
760	0.2489652645
761	0.2489338021
762	0.2488712724
763	0.2488191226
764	0.2487723872
765	0.2487678824
766	0.2487276151
767	0.2486445429
768	0.2485304781
769	0.248382336
770	0.2483770323
771	0.248371484
772	0.2482960633
773	0.2482018406
774	0.248012943
775	0.247899631
776	0.2477978764
777	0.2476620295
778	0.2476122889
779	0.2475201338
780	0.2474012465
781	0.2472812052
782	0.2472170757
783	0.2471381217
784	0.2470670083
785	0.2469814177
786	0.2469282809
787	0.246760222
788	0.2467340224
789	0.2466401014
790	0.2465917489
791	0.246554516
792	0.2465129558
793	0.2463985449
794	0.2463563788
795	0.2463261338
796	0.2462652542
797	0.2462367837
798	0.2461882365
799	0.2461141326
800	0.2459652652
801	0.2458811666
802	0.2457296643
803	0.2455756118
804	0.2455464064
805	0.2454339753
806	0.2453871428
807	0.24512134
808	0.2448632748
809	0.2448584268
810	0.2447499568
811	0.2447440861
812	0.2446995968
813	0.2445930174
814	0.2445677903
815	0.2445425264
816	0.2444984746
817	0.2444770591
818	0.244472314
819	0.244384089
820	0.2443790133
821	0.2442327789
822	0.2440870501
823	0.244049496
824	0.2439217868
825	0.2438735144
826	0.2437250841
827	0.24369856
828	0.2436322863
829	0.2435843588
830	0.2435625776
831	0.2434768801
832	0.2433951997
833	0.2433272315
834	0.2431855649
835	0.2430574726
836	0.2429680103
837	0.242832728
838	0.2427487057
839	0.2426100309
840	0.2424952897
841	0.2424102229
842	0.242330272
843	0.2422704554
844	0.2421620796
845	0.2420783438
846	0.2420738425
847	0.242058383
848	0.2418818328
849	0.2418585609
850	0.2417899186
851	0.2416891203
852	0.2415838101
853	0.2414964822
854	0.2414670775
855	0.2413448315
856	0.2412851603
857	0.2411624957
858	0.2411097806
859	0.2410874887
860	0.2409590616
861	0.2408781737
862	0.2408099628
863	0.2407869052
864	0.2407617381
865	0.2406684472
866	0.2405519196
867	0.2405292498
868	0.2404117027
869	0.2402760252
870	0.2401904466
871	0.2400732755
872	0.2400046779
873	0.2399767734
874	0.2398185423
875	0.2397318117
876	0.2396633355
877	0.2395402553
878	0.2394615361
879	0.239338598
880	0.2392003473
881	0.2391758669
882	0.2391400652
883	0.2390270709
884	0.2389535547
885	0.2388571004
886	0.2387770296
887	0.2386543852
888	0.2386192669
889	0.2385109678
890	0.2384764772
891	0.2383855619
892	0.2383129987
893	0.2382291252
894	0.2382108536
895	0.238183123
896	0.2380711948
897	0.2380250133
898	0.2377805784
899	0.2377140625
900	0.2376807794
901	0.237652859
902	0.2375844943
903	0.2374424113
904	0.2373752169
905	0.2372510775
906	0.2372055516
907	0.2371936284
908	0.237124848
909	0.2369758326
910	0.2369338426
911	0.2368998971
912	0.2368647687
913	0.2368512001
914	0.2367957472
915	0.2367826995
916	0.2367183635
917	0.2366522419
918	0.236615401
919	0.2364841069
920	0.2364638407
921	0.2364063042
922	0.2362733728
923	0.2362078827
924	0.2361460621
925	0.2361211715
926	0.2359312413
927	0.2359108008
928	0.2356887341
929	0.2356573675
930	0.2355082057
931	0.2353229892
932	0.2352279439
933	0.2351222897
934	0.2350849272
935	0.2349929439
936	0.234974161
937	0.2349349442
938	0.2348035893
939	0.2347172074
940	0.2347121983
941	0.2346820013
942	0.2346667553
943	0.2346241634
944	0.2344699428
945	0.2341685979
946	0.2340488575
947	0.2340320478
948	0.234005549
949	0.2339629232
950	0.2339204192
951	0.2338606075
952	0.233835359
953	0.2338042337
954	0.2336388549
955	0.2335986026
956	0.2334527978
957	0.23341658
958	0.2333662665
959	0.2332091573
960	0.2331358757
961	0.233102754
962	0.2330439189
963	0.2329070356
964	0.2328131391
965	0.2327752796
966	0.2326601589
967	0.2326133265
968	0.232584751
969	0.2325296143
970	0.2324918549
971	0.2323744926
972	0.232336032
973	0.2323310352
974	0.2323269547
975	0.2322756046
976	0.2321956187
977	0.2320995035
978	0.2320855423
979	0.2320240377
980	0.2320197687
981	0.2319962498
982	0.231948071
983	0.2319271223
984	0.2318526829
985	0.231662638
986	0.2316546109
987	0.2314744279
988	0.2314532406
989	0.2313598209
990	0.2313045652
991	0.2313004374
