iter	Passed	Remaining
440	1316	1668
441	1317	1663
442	1335	1679
443	1343	1682
444	1345	1678
445	1347	1673
446	1348	1668
447	1350	1663
448	1351	1658
449	1353	1654
450	1358	1654
451	1360	1649
452	1362	1644
453	1363	1639
454	1365	1635
455	1366	1630
456	1368	1625
457	1370	1621
458	1371	1616
459	1373	1612
460	1378	1612
461	1380	1607
462	1382	1603
463	1384	1599
464	1386	1595
465	1387	1590
466	1389	1585
467	1396	1587
468	1402	1588
469	1404	1583
470	1411	1585
471	1412	1580
472	1419	1581
473	1423	1579
474	1424	1574
475	1426	1569
476	1427	1565
477	1429	1561
478	1435	1561
479	1439	1559
480	1443	1557
481	1444	1552
482	1446	1548
483	1453	1549
484	1454	1544
485	1463	1547
486	1466	1544
487	1468	1540
488	1470	1537
489	1474	1534
490	1476	1530
491	1478	1526
492	1479	1521
493	1481	1517
494	1483	1513
495	1485	1509
496	1487	1504
497	1488	1500
498	1489	1495
499	1490	1490
500	1493	1487
501	1497	1485
502	1499	1481
503	1501	1477
504	1502	1473
505	1504	1468
506	1507	1465
507	1509	1461
508	1510	1457
509	1512	1453
510	1514	1448
511	1515	1444
512	1517	1440
513	1518	1435
514	1520	1431
515	1522	1428
516	1524	1424
517	1525	1419
518	1527	1415
519	1528	1411
520	1530	1407
521	1532	1402
522	1533	1398
523	1535	1394
524	1537	1391
525	1539	1387
526	1541	1383
527	1542	1379
528	1544	1375
529	1546	1371
530	1547	1367
531	1549	1363
532	1551	1359
533	1553	1355
534	1554	1351
535	1556	1347
536	1558	1343
537	1560	1339
538	1562	1335
539	1564	1332
540	1566	1329
541	1568	1325
542	1570	1321
543	1571	1317
544	1573	1314
545	1574	1309
546	1576	1305
547	1578	1301
548	1580	1298
549	1582	1294
550	1585	1291
551	1586	1287
552	1588	1284
553	1591	1280
554	1592	1276
555	1594	1272
556	1598	1271
557	1600	1267
558	1604	1265
559	1606	1261
560	1613	1262
561	1615	1258
562	1617	1255
563	1619	1251
564	1620	1247
565	1623	1244
566	1624	1240
567	1626	1237
568	1629	1234
569	1631	1230
570	1632	1226
571	1638	1225
572	1640	1222
573	1642	1218
574	1644	1215
575	1645	1211
576	1650	1210
577	1652	1206
578	1654	1202
579	1657	1200
580	1659	1196
581	1660	1192
582	1661	1188
583	1663	1184
584	1664	1181
585	1666	1177
586	1668	1174
587	1670	1170
588	1672	1166
589	1674	1163
590	1675	1159
591	1677	1156
592	1679	1152
593	1681	1149
594	1682	1145
595	1684	1141
596	1685	1138
597	1687	1134
598	1688	1130
599	1690	1126
600	1691	1123
601	1693	1119
602	1694	1115
603	1696	1112
604	1698	1108
605	1699	1105
606	1701	1101
607	1703	1098
608	1704	1094
609	1706	1091
610	1708	1087
611	1709	1084
612	1711	1080
613	1713	1077
614	1714	1073
615	1716	1069
616	1718	1066
617	1719	1062
618	1720	1059
619	1722	1055
620	1724	1052
621	1725	1048
622	1727	1045
623	1729	1042
624	1730	1038
625	1732	1035
626	1734	1031
627	1736	1028
628	1737	1025
629	1739	1021
630	1741	1018
631	1743	1015
632	1744	1011
633	1746	1008
634	1748	1005
635	1751	1002
636	1753	999
637	1754	995
638	1756	992
639	1758	988
640	1759	985
641	1760	981
642	1762	978
643	1764	975
644	1766	972
645	1767	968
646	1769	965
647	1771	962
648	1772	958
649	1773	955
650	1775	951
651	1777	948
652	1778	945
653	1780	942
654	1782	938
655	1783	935
656	1785	932
657	1787	928
658	1788	925
659	1790	922
660	1792	919
661	1794	916
662	1795	912
663	1797	909
664	1799	906
665	1800	903
666	1802	899
667	1803	896
668	1805	893
669	1807	890
670	1808	886
671	1810	883
672	1812	880
673	1814	877
674	1816	874
675	1818	871
676	1819	868
677	1821	865
678	1823	861
679	1825	858
680	1826	855
681	1828	852
682	1830	849
683	1831	846
684	1833	843
685	1835	840
686	1837	836
687	1838	833
688	1840	830
689	1841	827
690	1843	824
691	1845	821
692	1847	818
693	1848	814
694	1850	811
695	1851	808
696	1854	806
697	1856	803
698	1858	800
699	1859	797
700	1861	794
701	1863	791
702	1865	787
703	1866	784
704	1868	781
705	1870	778
706	1871	775
707	1873	772
708	1875	769
709	1876	766
710	1878	763
711	1879	760
712	1881	757
713	1883	754
714	1884	751
715	1886	748
716	1888	745
717	1889	742
718	1891	739
719	1893	736
720	1894	733
721	1896	730
722	1898	727
723	1900	724
724	1902	721
725	1903	718
726	1904	715
727	1906	712
728	1908	709
729	1910	706
730	1911	703
731	1913	700
732	1915	697
733	1916	694
734	1918	691
735	1920	688
736	1921	685
737	1923	682
738	1924	679
739	1926	676
740	1928	673
741	1929	670
742	1931	668
743	1932	665
744	1934	662
745	1936	659
746	1937	656
747	1939	653
748	1941	650
749	1943	647
750	1945	644
751	1946	641
752	1948	639
753	1949	636
754	1951	633
755	1953	630
756	1954	627
757	1956	624
758	1959	622
759	1961	619
760	1963	616
761	1964	613
762	1966	610
763	1968	607
764	1969	605
765	1971	602
766	1973	599
767	1975	596
768	1976	593
769	1978	590
770	1980	588
771	1981	585
772	1983	582
773	1985	579
774	1986	576
775	1987	573
776	1989	571
777	1991	568
778	1992	565
779	1994	562
780	1996	559
781	1997	556
782	1999	554
783	2000	551
784	2002	548
785	2004	545
786	2008	543
787	2009	540
788	2011	538
789	2013	535
790	2015	532
791	2016	529
792	2023	528
793	2025	525
794	2027	522
795	2028	519
796	2030	517
797	2032	514
798	2036	512
799	2040	510
800	2042	507
801	2044	504
802	2045	501
803	2047	499
804	2049	496
805	2050	493
806	2052	490
807	2053	488
808	2055	485
809	2057	482
810	2058	479
811	2060	477
812	2063	474
813	2064	471
814	2066	469
815	2068	466
816	2069	463
817	2071	460
818	2072	458
819	2074	455
820	2076	452
821	2078	450
822	2080	447
823	2082	444
824	2083	442
825	2085	439
826	2087	436
827	2089	433
828	2090	431
829	2092	428
830	2094	425
831	2094	423
832	2096	420
833	2098	417
834	2099	414
835	2101	412
836	2103	409
837	2104	406
838	2106	404
839	2107	401
840	2108	398
841	2110	396
842	2112	393
843	2114	390
844	2115	388
845	2117	385
846	2119	382
847	2120	380
848	2121	377
849	2123	374
850	2125	372
851	2126	369
852	2128	366
853	2129	364
854	2131	361
855	2133	358
856	2134	356
857	2136	353
858	2138	351
859	2140	348
860	2141	345
861	2142	343
862	2144	340
863	2146	337
864	2147	335
865	2149	332
866	2150	329
867	2152	327
868	2154	324
869	2155	322
870	2157	319
871	2158	316
872	2160	314
873	2162	311
874	2164	309
875	2165	306
876	2166	303
877	2168	301
878	2170	298
879	2172	296
880	2173	293
881	2175	291
882	2177	288
883	2178	285
884	2181	283
885	2182	280
886	2184	278
887	2186	275
888	2187	273
889	2189	270
890	2190	268
891	2192	265
892	2193	262
893	2195	260
894	2197	257
895	2198	255
896	2200	252
897	2202	250
898	2204	247
899	2205	245
900	2207	242
901	2208	239
902	2210	237
903	2211	234
904	2213	232
905	2214	229
906	2215	227
907	2217	224
908	2218	222
909	2220	219
910	2221	217
911	2223	214
912	2224	212
913	2226	209
914	2228	206
915	2229	204
916	2231	201
917	2233	199
918	2234	196
919	2236	194
920	2237	191
921	2239	189
922	2241	186
923	2242	184
924	2244	181
925	2245	179
926	2247	176
927	2248	174
928	2250	172
929	2252	169
930	2253	167
931	2255	164
932	2256	162
933	2258	159
934	2260	157
935	2261	154
936	2263	152
937	2265	149
938	2266	147
939	2268	144
940	2270	142
941	2271	139
942	2273	137
943	2274	134
944	2276	132
945	2277	130
946	2279	127
947	2280	125
948	2282	122
949	2283	120
950	2285	117
951	2286	115
952	2288	112
953	2289	110
954	2291	107
955	2293	105
956	2294	103
957	2296	100
958	2297	98
959	2299	95
960	2300	93
961	2302	90
962	2304	88
963	2305	86
964	2307	83
965	2308	81
966	2310	78
967	2311	76
968	2313	74
969	2314	71
970	2316	69
971	2318	66
972	2319	64
973	2321	61
974	2322	59
975	2324	57
976	2325	54
977	2327	52
978	2329	49
979	2331	47
980	2332	45
981	2334	42
982	2336	40
983	2337	38
984	2338	35
985	2340	33
986	2341	30
987	2343	28
988	2344	26
989	2346	23
990	2347	21
991	2349	18
992	2350	16
993	2352	14
994	2353	11
995	2354	9
996	2356	7
997	2358	4
998	2359	2
999	2360	0
5	4
998	2426	2
999	2428	0
