iter	RMSE
353	495.9124588
354	495.6927487
355	495.5791133
356	495.4836455
357	495.2996896
358	495.1563705
359	495.0880019
360	494.9550661
361	494.784008
362	494.5484793
363	494.5384396
364	494.4739511
365	494.464467
366	494.3157875
367	494.0482569
368	493.9388122
369	493.8552173
370	493.8336723
371	493.7041397
372	493.540673
373	493.4415129
374	493.174293
375	493.1506684
376	492.8995589
377	492.7868218
378	492.6808254
379	492.6607614
380	492.6004218
381	492.4878337
382	492.2650713
383	492.0661593
384	492.0211898
385	492.0005541
386	491.8481764
387	491.8088195
388	491.772394
389	491.5876774
390	491.3642526
391	491.2647982
392	491.0113716
393	490.8474899
394	490.7114217
395	490.662225
396	490.435381
397	490.2058661
398	490.0072191
399	489.7769459
400	489.4897633
401	489.4717214
402	489.2313599
403	488.9338166
404	488.8683658
405	488.5979395
406	488.454622
407	488.2102511
408	488.1321339
409	488.0128816
410	487.8656019
411	487.7537366
412	487.5218932
413	487.3299787
414	487.2191432
415	487.0030285
416	486.9572776
417	486.8041916
418	486.5828075
419	486.5644825
420	486.5590041
421	486.4145963
422	486.2622721
423	486.0731252
424	486.0461684
425	485.8731609
426	485.7708207
427	485.5908001
428	485.3731231
429	485.2774622
430	485.0984889
431	484.9416915
432	484.6662025
433	484.5735968
434	484.3901085
435	484.142958
436	483.9600409
437	483.9317667
438	483.8832378
439	483.6738333
440	483.4234415
441	483.140534
442	483.0145484
443	482.7739606
444	482.6835887
445	482.4657674
446	482.2375553
447	482.1401763
448	481.9082615
449	481.6787115
450	481.5292289
451	481.3246614
452	481.1970029
453	481.1021016
454	480.9135289
455	480.7612236
456	480.621895
457	480.4509265
458	480.3011153
459	480.0758093
460	479.9614254
461	479.8720599
462	479.7677918
463	479.6431927
464	479.5491321
465	479.3763274
466	479.1343998
467	478.9741678
468	478.8097455
469	478.6627199
470	478.3982305
471	478.3061259
472	478.1336311
473	477.9641804
474	477.8411779
475	477.6766381
476	477.5704596
477	477.397543
478	477.361352
479	477.2352059
480	477.0733242
481	476.978991
482	476.8196832
483	476.6433462
484	476.5536798
485	476.4766223
486	476.3334543
487	476.1570602
488	476.0839388
489	475.9450137
490	475.7647644
491	475.593275
492	475.4309422
493	475.2840206
494	475.1500426
495	475.0546614
496	474.935832
497	474.8064134
498	474.6909352
499	474.6383856
500	474.4557126
501	474.3056382
502	474.1000772
503	473.9270814
504	473.8473864
505	473.6572899
506	473.4083586
507	473.2769138
508	473.1181668
509	472.9495893
510	472.793352
511	472.6194453
512	472.5546552
513	472.5122974
476.3346524
514	476.3332805
515	476.1808988
516	476.1061906
517	476.0032277
518	475.8901868
519	475.790289
520	475.7581594
521	475.7251835
522	475.6011625
523	475.4552636
524	475.4149067
525	475.2427011
526	475.1061044
527	475.0341687
528	474.9944183
529	474.96713
530	474.803529
531	474.6518114
532	474.6287343
533	474.3606064
534	474.1524348
535	474.0093721
269098
536	468.9055513
537	468.7211213
538	468.6209411
539	468.4905
540	468.3678817
541	468.1278379
542	468.0175887
543	467.9267111
544	467.7750334
545	467.634019
546	467.4810725
547	467.3897905
548	467.2836543
549	467.1494627
550	467.0071455
551	466.8562116
552	466.6524806
553	466.5321225
554	466.2846551
555	466.0756105
556	465.8601231
557	465.7043851
558	465.573682
559	465.508673
560	465.3669252
561	465.2634241
562	465.181284
563	465.0368882
564	464.9064188
565	464.7558055
293656567	470.176728568	471.9440517
569	471.7760478
570	471.6521067
571	471.4806825
572	471.2571418
573	471.0724956
574	470.8580482
575	470.7701983
576	470.644655
577	470.5334555
578	470.3404888
579	470.3140013
580	470.1788904
581	469.9923549
582	469.7426623
583	469.6275809
